group,name,rating,review
review,丹哥们,4,"满资是什么.玩了39级一个满资没抓到,每天看别人发各种满资,羡慕嫉妒,人家二三十级都能抓到满资,我想知道这个是怎么分配的呢,没有百分比什么的么,比如几级开始有几率或者抓到多少只后有个几率,我这几率等于0啊,二人转里朱买臣媳妇说他,连下三天当官的雨,一滴也淋不到他头上,我都玩多久了一个抓不到,怎么也得有个概率吧,或者就是说不充钱的就难抓到,那我就认了,玩这个游戏我其他玩好几年的游戏都放那好几个月不玩了,有点伤我的小心脏了都😢"
review,余生伱好,4,"捉妖求满资.敢不敢来一个满资,四十级了一个都没有."
review,大D坐红van,1,"每天闲来无事就1星.对这个游戏深感失望,每天闲来无事就给1星差评."
review,魑魅魍魉即正义,1,这游戏真好玩.游戏好玩但是游戏不友好差评.
review,Yww491001,5,"蛮好玩的.体验不错,玩了3天了,就是御灵团战找不到人"
review,这个迈着 萨克塞纳先是,4,"国外为什么不可以玩.在国外现在可以玩么,我以前在国内的时候玩的不错,出国后就地区限制啦,地区未开发,不知道现在可以玩"
review,小九分Ly,4,小地方玩的人少鼓也少有的妖也没有.鼓少妖少
review,还不到名字,2,"外挂横飞.先是外挂到处但是,搞得游戏无法经营,很多人退游,然后搞个垃圾嘉年华导致大部分人退游,然后所谓的严打外挂,偶尔封一两个都是3天的做做样子,不敢封太多怕别人退游,现在日以继夜的出新的,降低奖励,给蚊子腿人家吃,坑人充钱,对外挂更是置之不理,举报都不受理,老玩家100个走剩那么几个,还有好多小朋友傻傻的下载去玩,浪费时间,让人坑钱."
review,海鲜火锅,1,"一起来广州.你还在每天打神灵么.你还在每天找星移一次限定的伙伴.你还担心没超资妖么.不用怕,只要来广州,不用一个月,不用一个星期,也不用一天,只要2小时全部毕业.广州欢迎您.论广州嘉联华抓妖两万八,满资只抓仨广州嘉联华,遍地三十加灵力无限给,满资一球抓只要两小时,全部毕业拉抓妖无上限,云纹随便刷半天百来万,顶我半月抓充钱全喂狗,策划sima兄嘚想开啥呢想开点说不定你哪天辛辛苦苦赚的砖石买到的高资***是人家广州运来的呢有"
review,不要玩一起来捉妖,4,"乱封号..游戏说我近三天内存在作弊行为,封我7天号.本人三天内绝对没有使用过任何作弊行为,本人腾讯客服投诉要求告知给我使用作弊的证据,客服回答我具体检测判罚数据及后台数据无法直接提供给玩家还请玩家回顾近期游戏行为.我觉得这样的游戏让玩家心寒,只要你有钱也可以花钱请人举报肯定会封号,虽然一个小号,我同事去了一趟北京出差被封了10年,他也没使用过任何外挂和作弊行为.我觉得客服不作为."
review,七星战川,4,"游戏卡顿怎么回事.捉妖的时候特别卡,重新进就好了."
review,灵岳,3,"弃坑了.开始玩着还行,后面越来越枯燥,每天就是扔球扔球扔球.."
review,lllandzyy,4,游戏不错但是玩的我好累该给的不给.4/11号跳出来一起来捉妖这个游戏很好奇然后就下载了玩了游戏很新颖很有趣很好玩玩到现在就觉得游戏一点不友好基本上天天玩了吧充钱也不少了灵石开到现在也900多了雨收云也不给别人200多个灵石就出两个雨收云现在都出风振叶了现在让我有点不想玩了游戏平衡.
review,bonnie8988,3,还可以就是加载慢进不去.这游戏还可以就是加载太慢了总是进不去希望官方能把这个改掉
review,5区原始咆哮—天涯之旅,5,"什么时候能整治一下擂台挂..擂台赛从一开始的遮遮掩掩到现在的光明正大地出来,一路铺到腾讯总部门口,想知道你们为什么不作为."
review,jhbfjfgn,5,"策划大大真的离谱.真的这游戏开始来说真的很棒,但是后来的一起去广州🐶策划就真的不把人当人"
review,waltzreo,5,"户外版阴阳师.尤其是兽型妖越来越少的是,更加觉得这是阴阳师,更喜欢符合生物学结构的兽型妖"
review,巷里糖人,4,"无题只有建议.第一的评论是什么乱七八糟的.看了叫人觉得不舒服.于是有了这条.游戏我觉得挺好玩的,我把它当成精灵宝可梦,去收集妖精,解锁图鉴,像是一个收集类的爱好一样,所以之前很多人退坑了说无聊我也没觉得.毕竟是休闲类的游戏就是给大家打发个午觉时间而已.也许是我对游戏看的比较淡.所以连着玩了两个号,大小号历时5个月加一起才3个满资质,有一个还是系统活动给的,是的,大小号都41级了,3个满资质.概率安排的我也是明明白白.还有游戏里面的衣服,属实有点贵,所以只买了一套,毕竟那概率也没有让我充钱的心情,上次改版很多人吐槽过了,然并卵所以不说了吧.这游戏如果不凉,我还是会一直收集妖精的,资质高的更好,不高也习惯了……"
review,646648183凶你,1,最蠢的游戏.这游戏是我要过最蠢的游戏.小作坊出品
review,mtlmgan,1,"垃圾游戏,建议下架关服.优化贼烂,bug贼多,动不动封你号,我将近45天没玩,上去游戏自己几个台子被人打了,我神行过去打完就掉游戏,再登陆就显示封号3天.客服啥的也不解决问题,一等回复就是几天,我玩你吗臭嗨,我卢本伟没有开挂,我要开挂当场暴毙"
review,啦攋,1,"垃圾.页面什么七夕活动选另一半要发到社交平台但是一直没有跳到第三方,页面一直卡在哪,不管换无线网或者流量进去都是哪吊样,刚开始玩感觉还有兴趣,现在立即删掉,跟个单机游戏一样."
review,赵慧婷,4,"在国外不能玩.我们在国外的中国人不能玩.所以我建议把国家给打开这样子,这样我们都能玩了其实我也挺喜欢这游戏的也看上他了就是不能玩."
review,匿名158469,2,"花里胡哨.我还是喜欢宝可梦go,界面清晰大方,游戏规则一目了然,背景乐给人一种很激进的感觉,再加上本来就是一个有着十多年的动漫作品,我反正是从小就开始看的一部动画片,里面的情感肯定也掺杂了一些怀念的回忆,所以这游戏让我达到了很痴迷的地步,这游戏真的不是一个游戏了已经,把我的心都给抓走了."
review,小强阿啊,3,不安全.没什么吸引人的呢还耗时间走在街上还要经常看手机.安全.
review,skymid,4,"妖灵.妖灵放归的时候,只能一个个的搜出来,不然不都知道每种妖灵有几个.按战斗力和名称组合排序不行吗.非要按战斗力排序.找起来特别麻烦."
review,fslsp,4,从来没抓过一只全满.我从出这个游戏开始玩到现在中间有退游一段时间我玩那么久从来没抓过一只全满我就两只全满一只灵石出的一只活动领的从来没抓过全满我朋友比我晚玩抓了4只全满了我
review,天天捉妖,2,"更新一天就玩不到游戏.昨天更新好游戏还能玩,现在说客户端过低,气死人"
review,Somnus777,3,"为什么总是更新,没完没了的更新.为什么总是更新,没完没了的更新"
review,天津坏蛋,5,希望官方越做越好严厉打击飞机.希望官方越做越好严厉打击飞机
review,aa9840,2,"画风突变.冲着萌版造型玩这游戏的,结果后面出的妖灵都变成二次元画风了,实在是恶心不想玩下去了"
review,荧光姜丝,4,"声音问题.IOS打开游戏的时候总是一声巨响(声音突然特别大,进去后才会变成原来的音量),特别是带了耳机简直想死,我发现很多人都有这个问题,希望可以修复一下🙃🙃🙃,但游戏还是可以滴挺好玩的"
review,纳兰花颜,3,为什么一直闪退.本来玩了很久的游戏有一段时间就进去又退出来一直闪退
review,好咯去家族,1,"此游戏,是第一个让我心凉的游戏.从4月14到现在月,足足4个多月的时候,每天300+的捉妖数,敲鼓数,每天的神灵,弄的满满的,花费了大量的金钱精力时间,以为这个游戏会越做越好,结果呢,一次嘉年华活动,多少骂声.一个句芒我们花6块钱的门票打,活动100+.云纹过百万.辛辛苦苦的玩了这么久还没一次嘉年华来的快,两个小时130块,比过了我们4个月,远超过数倍130的金钱换来的结果,说真的玩游戏那么多,充钱那么多这是我见过最垃圾的活动,最智障的策划,为了圈钱什么都敢干,一次嘉年华劝退无数玩家,微博骂声一片,没有什么解释,还来一个辟谣解释,避重就轻有意思吗.别人的钱就是钱,我们的钱就不是了.130缺吗.都不缺那点钱,杀鸡取卵有意思.你是指望这些花了130的玩家养这个游戏还是指望大众玩家呢.这个事情还没完,就想下一个嘉年华,一点补偿没有,还有脸出礼包.呵呵了,都说腾讯游戏都是花钱才能玩,这个无所谓,但是呢,捉妖呢.花钱了还这么冤枉,4个月的钱光门票打神灵都超过千了,呵呵了,这个游戏还是改名吧,就叫一起嘉年华吧,介绍可以写一次线下嘉年华,门票130你将拥有所有,超过百万的云纹,无数的满资,高资,总结一下,我对这个游戏从热情似火到现在的满心失望,说真的后悔玩这个游戏了,几千块它买排骨不香吗.最后一句,住一起嘉年华早日凉凉吧"
review,短脖子长颈鹿c,4,"一个从开服的老玩家讲俩句嗷.希望游戏真的是从好玩出发让玩家充钱,像什么月卡啊笔记啊我都有充值,这个游戏要多为新玩家考虑,不要一味为了赚钱不在乎游戏本身存在的问题游戏最大的弊端就是对新玩家不友善,像之前的五星神灵时间boss新玩家只能靠着老玩家星移才能开图鉴,能用不能用的都不说.我有个想法其实可以做一些擂台投票选神灵比如大家选了巨芒在一小时以后或者规定时间出巨芒平时正常出这个时期的五星神灵这样之前五星神灵返场也对新玩家是很好的.还有我想说哈,这个青女未免时间太久了啊.之前五星神灵都存在一个月左右,每天买票一天打四次都不够升级一只的符印还要无相符印来凑才够,这次倒好青女每天一张免费票符印都快够养第二只了,差不多换换神灵了.光指着老玩家赚钱能有多少老玩家也在不断退游,没有新玩家的加入早晚凉凉."
review,小老弟你跟我两搁这扯犊子呢？,3,"想要情怀不只是模式.游戏是模仿宝可梦go的,说实话刚开始把它当宝可梦go玩,但是没有情怀支撑很快和大部分人一样觉得乏味,再加上模式的限制,很快就都修仙了"
review,超爱琦琦出满资,5,"希望一起来捉妖越来越好.这个游戏挺好的,玩了几个月了,虽然后面还是挺费神的,但是游戏的每一次满资高资截图都让我特别特别惊喜,虽然我好像好久没抓满资了,但是最近抓的也有一些近满截图,前段时间脾气比较暴躁,一个截图都没有特别生气,然后出言不逊骂人了都,没办法那时候只能运气差,再差的运气只要突然会给你一个截图都特别惊喜,我觉得这是一个充满惊喜的游戏.希望策划大大给满资..."
review,扬飞驰,1,"既然你们放弃了这游戏,也没什么好说的.抓妖两万八,满资只抓仨广州嘉年华,遍地三十加灵力无限给,满资一球抓只要两小时,全部毕业拉抓妖无上限,云纹随便刷半天百来万,顶我五月抓"
review,月🈷️月月月月,3,"非法游戏行为被禁止使用.非法游戏行为（解禁时间为20290909）莫名其妙,不知道为什么被认定非法行为,怎么也登陆不了了."
review,好0084,2,"密码.垃圾游戏,下载起先不用密码,后来又要密码了,有些还要付钱不要下载."
review,姚晓梦,3,游戏是好游戏.这游戏是好游戏可惜被做烂了外挂满天飞摊位不够灵石大量开2829的宠出来导致抓的2829的完全卖不掉这游戏已经脱坑几个月了被策划玩死的
review,幕了组,1,"垃圾游戏.建议新人下载了有以下几点1,该游戏不充钱都玩不下去,充钱你就可以是大佬.2,游戏中存在各种漏洞,比如暴露玩家隐私等等问题3,这游戏比的不是技术,比的是谁花的钱多,如果你充的钱多你甚至可以举报别人开挂,哪怕对方没开挂.只要你画的钱够多对面一样会被封号.4,游戏每一次更新基本就是在圈钱,每次更新只更新消费系统.并为下一波圈钱做前期准备.5,不信的可以下来玩玩,看是不是我说的这样.6,鉴定完毕Ljyx."
review,ddrbao,4,"改版后,策划的脑子水少点了….支持策划脑子的水越来越少…"
review,想个不重名的id好难 奸诈！秋瞳！,1,"的确希望有个拍卖行,摆摊浪费生命.平民玩家不肝,什么好东西都木嘻嘻"
review,沃德颠纳,2,"看见降分我就放心了.游戏是好游戏,策划够呛,每次更新必拖延,游戏公平性差,旱的旱死涝的涝死"
review,归宿大舅,1,"这是我见过最烂的团队,最烂的策划.这是我见过最烂的团队,最烂的策划"
review,べ花梦白ヾ,5,"我是御灵师-花梦白.捉妖这款游戏其实挺不错的,虽然是游戏,但是可以促进玩家外出走动.只是我不懂的是为什么不管我抓没抓妖灵,抓怪有时候都是一球跑,而且抓这么久没出满的.哎,希望策划,让我欧皇几天吧.很喜欢一起来捉妖,我今年斗30了,我还是喜欢这款游戏."
review,米糖纸,3,"居然自动5星..可以啊,刷分也就算了,还敢自动"
review,游戏岳叔叔,1,"想知道什么是一刀满级吗..一次嘉年华2小时顶平时4个月收益,厉害,佩服,一星都不想给."
review,蓝白11111,1,"垃圾游戏.这游戏是真的凉了,都没啥人玩,集会所摊位就两个,还要以市为单位划分."
review,司雨123,3,"游戏有待改进.这款游戏也玩一段时间了,目前为止感觉不太适合所有玩家,缺少点公平性,首先开发者没有考虑到打工一族没双休这一点,每次有新妖灵活动都设置在上班时间,别忘了腾讯旗下很多会员也有他们的一份"
review,q120333606,5,"身体扛不住.明天都要对准圈圈来个几百回,好刺激的游戏,让人心脏砰砰砰,一次次的碰撞让我欲罢不能,很棒的游戏"
review,edwinye,1,一个被游戏策划毁掉的游戏.开始觉得还蛮好玩的…但是挡不住脑回路不正常的策划.昨天广州嘉年华彻底把我弄炸了.为什么广州就可以高人一等.我们充值的钱比你的门票130少嘛.
review,J.&ad,1,"辣鸡游戏骗钱搞地域歧视,玩家幸幸苦苦充钱肝了4个月不如人家嘉年华一天的收获.游戏开发商联合工作室垄断猫市场.辣鸡游戏骗钱搞地域歧视,玩家幸幸苦苦充钱肝了4个月不如人家嘉年华一天的收获.游戏开发商联合工作室垄断猫市场"
review,jdbehhedbbdxnjhwhh,1,擂台挂横行.这游戏擂台挂横行举报半年了官方毫无作为垃圾游戏
review,立体感很生气,1,"一手好牌打的稀烂.游戏赶紧下线吧,看看你们狗策划都做了什么事情,建议新人别入坑,要么入坑前先去贴吧了解下游戏情况……我玩游戏也有20多年了,捉妖是最垃圾的一款,没有之一"
review,YouKasi,1,"不吐不快.作为一个老玩家,就是亲眼见证着这游戏被策划一步步弄死,真的厉害."
review,衡常性,3,"..原本是一个挺好的游戏却被策划盘坏了,三颗全为了情怀."
review,火星刃,5,"新颖的游戏方式,多给新玩家福利.谢谢,我是新手."
review,饭）哦 v 就此夫妇,5,"可玩性5星,我已弃坑.弃坑一年半了,由于工作调动,到了较偏僻的地方,不能玩了.现在回想起来依然是极好玩的游戏,我应该算当时第一批拿到魔悟空的,开了接近20块没开出金灵对我当时的打击还是挺大的,毕竟不仅仅是花钱,还得算步数,后来买了摇步器才算好一点.偶然看见这个游戏,虽然不如Pokemongo,不过我还是要给它打5颗星.陪伴我度过了相当困难的一个时期."
review,爱德米,4,"还行.全体游戏来说还行,但就是不知道那个什么猫在哪买"
review,玩家东兑,1,"垃圾游戏.去一趟广州参加嘉年华,比我们从开服玩到现在奖励还多,呸,什么垃圾游戏."
review,caocaoqibajiu,2,"用户体验差,游戏奖励机制太寒酸.游戏整体来说有娱乐性,但从最开始到现在,改的越来越寒酸了.上个月又添了个月卡收费制,除了每天给点儿钻石和一个小时抓妖经验翻倍,那一个小时灵犀一掷基本是废的.妖怪越来越难抓,限制还不少.总是象征性问卷一下有啥意义.不是要你给充值玩家多大的奖励,但至少要拿出点儿诚意吧,多少也得对得起你拿的钱吧,这把游戏做的寒酸劲儿"
review,哈喽，开,4,"一起来捉妖.我想给你一个差评,更新：更新的太慢了"
review,summer韩大,5,卡退加闪退.好不容易下完了一进去就退体验太差.一点也不好
review,ayawodetianna,1,"12.20更新后无限闪退..更新软件闪退,重启手机不行,删了重下还是不行.用我老公手机登我号一下就登上去了.我手机QQ登陆也没问题,就是微信不行.每次更新都得让人起急,请问腾讯是在官方劝退玩家吗.仿佛看到了策划在诚恳的对我说,亲,赶紧弃游吧,让这个游戏赶紧倒闭吧."
review,新疆小妞,5,"为什么老提示我跟换了设备,然后就不记步数了..我只有一个号也只有一个手机,也没有用QQ登过账号...太奇怪了好么."
review,神秘人lx,5,讨厌那些评论的.自古以来一款好游戏都有一些喷子狗觉得你厉害别玩人家游戏你nb你自己做游戏要么别玩有的是人玩还有说游戏恶心的我看你们自己也好不到哪里去（限喷子狗）本来就是个出去玩的游戏非要说成单机游戏你们脑子呢.这游戏本来就不是在家里玩的不出去的就别玩这游戏好像有人逼你玩似的最后我个人觉得游戏各方面都不错玩起来流畅不闪退妖灵种类很多我每天都会出去溜达玩一会敲鼓抓小狐狸在家无聊玩一会在外面溜达玩一会.
review,某新用户一条,2,"不让申请祈愿鼓是要留着家里作法呢...别的地方祈愿鼓都近得可以法式湿吻了,隔个几十米远倒是不让我申请,您家是有多大的冤情啊把鼓全蒙自己手上"
review,爱睡觉的BB,4,"分享完了总是重启游戏.好友邀请上线,或者分享弹出微信返回后总是重起游戏"
review,linjiangyu,2,"可玩度太低.1.游戏特别肝.2.策划真的脑抽,无数玩家努力四五个月,氪金,肝,一个嘉年华直接把所有玩家心血毁了.一天直接超越四五个月成果,各种满资和超资哈哈哈哈哈,真讽刺.现实里一百多块比游戏里氪金千万都给力,牛逼.3.游戏很无聊,除了捉妖没啥玩法.捉了好的资质也没地方用,每天就是做个任务,之后完全没别的可以玩了."
review,Mizisummer,2,"bug太多了吧.实在忍不住了,外挂问题我就懒得说了,反正官方因为不作为了,越来越多.但是心愿礼数据不更新的问题多少时间了,一直没有解决,打训练师,本来打了25次了,打完好家伙,直接变成20次了,不增加反而变少了,打擂台一周10次,打完数据根本就不更新,这还玩什么.让我感觉游戏的开发都调走去开发别的游戏了吧,出个新玩法bug一大堆,也没有及时跟进修复,本来蛮好的一个游戏变成这样,策划长点心吧."
review,果果Vsusu,5,超高资质.怎么什么样的都是超高资质的呀.
review,眠于光年ovo,1,"来首诗.抓妖两万八,满资只抓仨广州嘉年华,遍地三十加灵力无限给,满资一球抓只要两小时,全部毕业拉抓妖无上限,云纹随便刷半天白来万,顶我五月抓三十六九郎,已经不算啥只要一回家,句芒仨乘仨"
review,一个深入玩了几天的弟弟,2,"好好地游戏坏在了飞机当.我是开服第一时间开始玩的,前几个月真的很开心,慢慢有了飞机档,开始越玩越累,一天走个几万步,后面又出了嘉年华,跟本就是一起来广州.最后是周末呢个活动,离我家很远,不如又没法抓,我周六周天还上班.直击放弃了.金灵早早就有了,配猫一点没玩,感觉像两个游戏."
review,gagagajack,4,卖服装.希望作者能做一些漂亮但不用充值买的服装.
review,- 魂淡。,5,"至策划的一封信.爸爸,给我来几个满资吧,我来给你5星好评了."
review,icefan2011,5,"充满童趣的快乐.游戏很不错哦.一起在真实世界中化身封妖师,探索这个世界,发现并收集身边的妖精.魂珠封妖,将丰富多样,千奇百怪的妖精收入囊中.邀你体验真实地标占领,特色妖精战斗,附近同城社交.封妖师,带着专属猫来捉妖吧.虚拟现实,触手可得."
review,嚕啦啦嚕啦啦嚕啦嚕啦,1,"一起來廣州吧..息忘川,,,嘉年華,,,説多了都是淚."
review,爱丽丝伊曼,1,"不大行.机制和宝可梦一样就算了,模仿别人可以但自己有点创新吗.玩法非常单一,定期也不能出门抓新妖,非要给铃铛,真是可笑.而且开挂的人特别多,玩家之间都默认开挂,不开挂反而弱势.步行的人一无所有,开挂的人手满资质,还鼓励开小号.环境极差的一个游戏."
review,开服至今的玩家,5,"忍不住了.开服一百多天,从头到尾就得不停的抓抓抓,高姿云纹,每天抓了300+也就才那样,这广州活动一出,一天就是上百万云纹,高姿遍地,这暑假放假的两个月还没人家去广州一天的收获多呢,策划为了这广州联动的钱实力劝退氪金大佬,厉害厉害"
review,cc621621,5,请解决怎么清理聊天记录.区域和私信没有办法删除处女座的看着好难受
review,@dndbd,3,苹果安卓.苹果安卓什么时候出转区啊都两年了还不出这功能.
review,W A N G 3 9 6,3,"偏要我们充值.本来是挺不错的,但是呢,有一点我就要被气死了.就是如果灵力不足的话,只能用那些什么药水那些的,但是需要点卷,获得点卷的办法只有一个,就是充值.哎我不是我说你,你就不能给小学生一个福利吗.........................."
review,w10089712,3,"微信小程序里面的游戏广告太多,没办法.找不到好玩,因为小游戏广告太多了"
